bloque,fecha,region,sucursal,mes_num,mes_nombre,n_creditos,capital,pagado,saldo_riesgo,cosecha
B5,2026-03-02,Península Sur,Motul,10,Octubre,26,1921900.66,1726490.73,111314.93,0.942088567678623
B5,2026-03-02,Península Sur,Motul,11,Noviembre,25,1997053.23,1409201.67,310008.9,0.8447773322496765
B5,2026-03-02,Península Sur,Motul,12,Diciembre,25,1706841.2899999998,830808.0,72378.71,0.9575949384257046
B5,2026-03-02,Península Sur,Mérida,1,Enero,8,542738.55,170277.0,0.0,1.0
B5,2026-03-02,Península Sur,Mérida,2,Febrero,14,980761.8100000002,88617.0,0.0,1.0
B5,2026-03-02,Península Sur,Mérida,9,Septiembre,5,290644.37,244892.76,45756.31,0.8425855969616752
B5,2026-03-02,Península Sur,Mérida,10,Octubre,6,503924.74,310597.48,193340.53000000003,0.6163568790053848
B5,2026-03-02,Península Sur,Mérida,11,Noviembre,7,532820.48,443737.84,84293.94,0.8417986110443803
B5,2026-03-02,Península Sur,Mérida,12,Diciembre,9,522140.15,303273.0,34652.87,0.933633010217659
B5,2026-03-02,Península Sur,Playa del Carmen,1,Enero,17,1768980.0599999998,582028.5,0.0,1.0
B5,2026-03-02,Península Sur,Playa del Carmen,2,Febrero,17,1295791.46,89747.93,0.0,0.9999999999999998
B5,2026-03-02,Península Sur,Playa del Carmen,9,Septiembre,13,1353549.55,1193891.3199999998,159700.98,0.8820447836579014
B5,2026-03-02,Península Sur,Playa del Carmen,10,Octubre,14,1494511.9699999997,1332261.1700000002,143319.86,0.9041174892697583
B5,2026-03-02,Península Sur,Playa del Carmen,11,Noviembre,12,1027755.73,863685.6299999999,67019.41,0.9348060263307896
B5,2026-03-02,Península Sur,Playa del Carmen,12,Diciembre,18,1722388.8900000001,1052865.37,1841.2,0.9989310195794401
B5,2026-03-02,Península Sur,Valladolid,1,Enero,17,968783.1399999999,300767.0,49134.0,0.949282767245516
B5,2026-03-02,Península Sur,Valladolid,2,Febrero,23,1726380.99,168846.0,0.0,0.9999999999999999
B5,2026-03-02,Península Sur,Valladolid,9,Septiembre,9,533892.26,516979.23,16935.23,0.9683212676655023
B5,2026-03-02,Península Sur,Valladolid,10,Octubre,21,1224025.2799999998,1151900.65,72182.16,0.9410758656880028
B5,2026-03-02,Península Sur,Valladolid,11,Noviembre,12,913192.31,834578.7100000001,0.0,1.0001945920898085
B5,2026-03-02,Península Sur,Valladolid,12,Diciembre,19,1342395.83,821781.5,13155.75,0.9901997982219596
B6,2026-03-16,Bajío Occidente,Fresnillo,1,Enero,22,1741950.84,735098.0,209625.7,0.8796603812309653
B6,2026-03-16,Bajío Occidente,Fresnillo,2,Febrero,26,2056929.2099999997,397780.0,0.0,1.0000000000000002
B6,2026-03-16,Bajío Occidente,Fresnillo,3,Marzo,12,1255673.6100000003,8024.0,0.0,1.0
B6,2026-03-16,Bajío Occidente,Fresnillo,9,Septiembre,16,1222022.7000000002,1015547.6,206543.47999999998,0.8310382450342371
B6,2026-03-16,Bajío Occidente,Fresnillo,10,Octubre,29,2085873.5,1576535.6800000002,510283.07,0.7558155755850008
B6,2026-03-16,Bajío Occidente,Fresnillo,11,Noviembre,20,2048947.3599999999,1413558.33,568267.7999999999,0.7226802791068289
B6,2026-03-16,Bajío Occidente,Fresnillo,12,Diciembre,16,1870547.83,1036489.0,545894.7,0.7081664038497214
B6,2026-03-16,Bajío Occidente,Guadalajara,1,Enero,21,2093055.5799999998,906596.0,15397.8,0.9926433869472305
B6,2026-03-16,Bajío Occidente,Guadalajara,2,Febrero,19,1910408.3499999999,397160.0,0.0,1.0000000000000002
B6,2026-03-16,Bajío Occidente,Guadalajara,3,Marzo,12,2595057.1500000004,131883.0,0.0,1.0
B6,2026-03-16,Bajío Occidente,Guadalajara,9,Septiembre,11,1386859.7200000002,1336850.95,50156.54,0.9639410033481971
B6,2026-03-16,Bajío Occidente,Guadalajara,10,Octubre,28,2834081.24,2064115.5499999998,778916.79,0.7283191183326839
B6,2026-03-16,Bajío Occidente,Guadalajara,11,Noviembre,21,3433871.9899999998,3135074.45,277766.98,0.9203864119582397
B6,2026-03-16,Bajío Occidente,Guadalajara,12,Diciembre,20,2694253.3100000005,1935962.96,99130.56,0.9632067409430033
B6,2026-03-16,Bajío Occidente,Irapuato,1,Enero,32,2938827.69,1191737.0,66559.8,0.977351581303496
B6,2026-03-16,Bajío Occidente,Irapuato,2,Febrero,17,1685477.3299999998,320503.0,0.0,1.0000000000000002
B6,2026-03-16,Bajío Occidente,Irapuato,3,Marzo,19,1565378.1300000001,31363.0,0.0,1.0
B6,2026-03-16,Bajío Occidente,Irapuato,9,Septiembre,17,1281916.57,1253642.29,29237.68,0.9779437440300814
B6,2026-03-16,Bajío Occidente,Irapuato,10,Octubre,31,1921394.94,1805538.66,111028.75,0.9427058915852042
B6,2026-03-16,Bajío Occidente,Irapuato,11,Noviembre,24,2421524.9299999997,2160163.16,222931.84000000003,0.9081376998253742
B6,2026-03-16,Bajío Occidente,Irapuato,12,Diciembre,32,2890920.15,1901977.08,237635.92,0.9178028940024511
B6,2026-03-16,Bajío Occidente,Morelia,1,Enero,13,1020019.24,413458.0,6798.1900000000005,0.9933352335589278
B6,2026-03-16,Bajío Occidente,Morelia,2,Febrero,18,1743524.16,350914.0,0.0,1.0
B6,2026-03-16,Bajío Occidente,Morelia,3,Marzo,10,769214.69,16149.0,0.0,1.0
B6,2026-03-16,Bajío Occidente,Morelia,9,Septiembre,17,1081300.26,868077.4099999999,213306.51999999996,0.8028088423838906
B6,2026-03-16,Bajío Occidente,Morelia,10,Octubre,24,1827155.3800000001,1578667.99,202142.99000000002,0.889809256397231
B6,2026-03-16,Bajío Occidente,Morelia,11,Noviembre,22,1865061.9100000001,1187715.19,338935.9600000001,0.8182709334297645
B6,2026-03-16,Bajío Occidente,Morelia,12,Diciembre,13,1484903.74,908306.0,17819.879999999997,0.9879993029043082
B6,2026-03-16,Centro,Pachuca,1,Enero,7,766533.86,280392.0,51672.93,0.9325888487170024
B6,2026-03-16,Centro,Pachuca,2,Febrero,8,686602.35,139541.0,0.0,1.0
B6,2026-03-16,Centro,Pachuca,3,Marzo,7,527667.72,20242.0,0.0,1.0
B6,2026-03-16,Centro,Pachuca,9,Septiembre,6,576414.19,576430.18,0.0,1.0000277404690543
B6,2026-03-16,Centro,Pachuca,10,Octubre,8,569145.01,436282.05,132894.75,0.7665569272055992
B6,2026-03-16,Centro,Pachuca,11,Noviembre,7,480224.05000000005,378689.81999999995,101550.17,0.788569043970205
B6,2026-03-16,Centro,Pachuca,12,Diciembre,5,415770.56,251146.0,69421.0,0.8330305060560325
B6,2026-03-16,Centro,San Juan del Río,1,Enero,10,965642.3300000001,390868.0,883.33,0.9990852410125807
B6,2026-03-16,Centro,San Juan del Río,2,Febrero,13,1131927.79,251269.0,0.0,1.0
B6,2026-03-16,Centro,San Juan del Río,3,Marzo,10,915704.1099999999,35169.0,0.0,1.0
B6,2026-03-16,Centro,San Juan del Río,9,Septiembre,7,866604.7500000001,776534.1,90070.58,0.896064901559794
B6,2026-03-16,Centro,San Juan del Río,10,Octubre,20,1844998.97,1462428.98,375273.87,0.7966254745388829
B6,2026-03-16,Centro,San Juan del Río,11,Noviembre,19,1648403.1299999997,1394424.03,195305.2,0.8815481319790992
B6,2026-03-16,Centro,San Juan del Río,12,Diciembre,18,1901423.8,1281396.54,181217.9,0.9046935775180682
B6,2026-03-16,Centro,Tequisquiapan,1,Enero,6,410363.43999999994,147467.0,0.0,1.0000000000000002
B6,2026-03-16,Centro,Tequisquiapan,2,Febrero,12,1109136.7600000002,228326.6,0.0,1.0
B6,2026-03-16,Centro,Tequisquiapan,3,Marzo,5,571911.89,13632.0,0.0,1.0
B6,2026-03-16,Centro,Tequisquiapan,9,Septiembre,6,579886.18,579892.86,0.0,1.000011519501982
B6,2026-03-16,Centro,Tequisquiapan,10,Octubre,13,1153370.6800000002,1025217.3300000001,128179.29999999999,0.888887976587024
B6,2026-03-16,Centro,Tequisquiapan,11,Noviembre,11,1076319.78,877913.6499999999,180166.63,0.838531658314409
B6,2026-03-16,Centro,Tequisquiapan,12,Diciembre,12,1797320.2100000002,1309087.28,261650.31999999998,0.8544222011502335
B6,2026-03-16,Centro,Valle de Toluca,1,Enero,21,1228071.5799999998,557061.0,53007.22,0.9568370273661087
B6,2026-03-16,Centro,Valle de Toluca,2,Febrero,29,2361501.89,534037.0,8120.610000000001,0.9965612519581766
B6,2026-03-16,Centro,Valle de Toluca,3,Marzo,12,837337.5700000001,23619.0,0.0,1.0
B6,2026-03-16,Centro,Valle de Toluca,9,Septiembre,13,1163798.31,977244.9099999999,187987.44000000003,0.8397029808369456
B6,2026-03-16,Centro,Valle de Toluca,10,Octubre,30,1917459.2200000002,1671355.34,240484.49,0.8746110438792016
B6,2026-03-16,Centro,Valle de Toluca,11,Noviembre,27,1811408.2200000002,1464615.7200000002,239112.67000000004,0.8682507469244011
B6,2026-03-16,Centro,Valle de Toluca,12,Diciembre,24,2016601.82,1460237.12,77134.7,0.9617501584918733
B6,2026-03-16,Centro,Zinacantepec,1,Enero,24,2078357.8800000001,799856.0,370011.89,0.8219691163102284
B6,2026-03-16,Centro,Zinacantepec,2,Febrero,24,1966248.45,369337.0,8857.16,0.995495401407691
B6,2026-03-16,Centro,Zinacantepec,3,Marzo,12,1238034.36,70785.0,516.52,0.9995827902547066
B6,2026-03-16,Centro,Zinacantepec,9,Septiembre,10,809140.32,771232.55,39333.4,0.9531505610794431
B6,2026-03-16,Centro,Zinacantepec,10,Octubre,36,2327259.35,2057624.29,272272.70999999996,0.8841405191905234
B6,2026-03-16,Centro,Zinacantepec,11,Noviembre,22,1968793.35,1637650.38,261793.88,0.8685827133660321
B6,2026-03-16,Centro,Zinacantepec,12,Diciembre,24,2321025.96,1490828.0,211038.32,0.9090754159423534
B6,2026-03-16,Suc. Digital,Salamanca,1,Enero,35,4483373.64,1724961.0,0.0,1.0000000000000002
B6,2026-03-16,Suc. Digital,Salamanca,2,Febrero,40,5219277.66,1016883.0,2630.01,0.9994960969369083
B6,2026-03-16,Suc. Digital,Salamanca,3,Marzo,17,2410670.5600000005,122043.83,0.0,0.9999999999999998
B6,2026-03-16,Suc. Digital,Salamanca,9,Septiembre,24,3289000.28,2955586.21,333476.87,0.8986275337136791
B6,2026-03-16,Suc. Digital,Salamanca,10,Octubre,44,5718173.869999999,4773421.3500000015,934860.92,0.8387136276428059
B6,2026-03-16,Suc. Digital,Salamanca,11,Noviembre,45,6201141.850000001,4952736.77,315545.86,0.949117361345314
B6,2026-03-16,Suc. Digital,Salamanca,12,Diciembre,43,4952196.68,3079597.17,179164.53,0.9638213924896052
B6,2026-03-16,Península Sur,Cancún,1,Enero,20,1766781.62,784477.0,6259.73,0.996456987140267
B6,2026-03-16,Península Sur,Cancún,2,Febrero,35,3096003.7199999997,669225.0,0.0,1.0
B6,2026-03-16,Península Sur,Cancún,3,Marzo,16,1298887.44,46147.0,0.0,1.0
B6,2026-03-16,Península Sur,Cancún,9,Septiembre,19,1620674.34,1431432.66,189290.05,0.883232753595642
B6,2026-03-16,Península Sur,Cancún,10,Octubre,36,3113255.3400000003,2767687.21,345713.87,0.889001031955188
B6,2026-03-16,Península Sur,Cancún,11,Noviembre,35,3198759.3000000003,2791312.0700000003,268017.08,0.9162848076752759
B6,2026-03-16,Península Sur,Cancún,12,Diciembre,38,3586939.1300000004,2355973.0,392977.42000000004,0.8904423421314095
B6,2026-03-16,Península Sur,Cozumel,1,Enero,17,1692771.0999999999,737961.0,45483.74,0.9731306022414964
B6,2026-03-16,Península Sur,Cozumel,2,Febrero,17,1547970.89,296408.0,2880.34,0.9981392802548115
B6,2026-03-16,Península Sur,Cozumel,3,Marzo,11,752422.7300000001,18112.0,0.0,1.0
B6,2026-03-16,Península Sur,Cozumel,9,Septiembre,8,744763.01,724102.82,21264.67,0.9722593768452598
B6,2026-03-16,Península Sur,Cozumel,10,Octubre,16,1258692.4100000001,1258719.66,0.0,1.0000216494512744
B6,2026-03-16,Península Sur,Cozumel,11,Noviembre,25,2057859.1600000001,1869380.03,98517.04999999999,0.9521655748297175
B6,2026-03-16,Península Sur,Cozumel,12,Diciembre,15,1343179.8599999999,936407.41,66601.94,0.9504147270343973
B6,2026-03-16,Península Sur,Motul,1,Enero,15,1008371.5500000002,423905.0,37362.8,0.9629473877956988
B6,2026-03-16,Península Sur,Motul,2,Febrero,17,1284450.78,213259.0,0.0,1.0
B6,2026-03-16,Península Sur,Motul,3,Marzo,15,1042073.6000000001,15594.0,0.0,1.0
B6,2026-03-16,Península Sur,Motul,9,Septiembre,12,1050471.36,820790.9900000001,229714.03999999998,0.7813549433656144
B6,2026-03-16,Península Sur,Motul,10,Octubre,26,1921900.66,1791552.13,108603.93,0.9434991140489021
B6,2026-03-16,Península Sur,Motul,11,Noviembre,25,1997053.23,1504024.71,363778.57999999996,0.8178535581647965
B6,2026-03-16,Península Sur,Motul,12,Diciembre,25,1706841.2899999998,1006300.0,93223.31,0.9453827895152455
B6,2026-03-16,Península Sur,Mérida,1,Enero,8,542738.55,230560.0,0.0,1.0
B6,2026-03-16,Península Sur,Mérida,2,Febrero,14,980761.8100000002,207533.0,0.0,0.9999999999999999
B6,2026-03-16,Península Sur,Mérida,3,Marzo,2,112204.37,3691.0,0.0,1.0
B6,2026-03-16,Península Sur,Mérida,9,Septiembre,3,168306.56,123108.59,45202.67,0.731454495891307
B6,2026-03-16,Península Sur,Mérida,10,Octubre,6,503924.74,310597.48,193340.53000000003,0.6163568790053848
B6,2026-03-16,Península Sur,Mérida,11,Noviembre,7,532820.48,451361.84,81283.60999999999,0.8474484126435982
B6,2026-03-16,Península Sur,Mérida,12,Diciembre,9,522140.15,349110.0,48850.29,0.9064421879834369
B6,2026-03-16,Península Sur,Playa del Carmen,1,Enero,17,1768980.0599999998,790263.72,7908.900000000001,0.9955291186266962
B6,2026-03-16,Península Sur,Playa del Carmen,2,Febrero,17,1295791.46,256355.86,0.0,1.0
B6,2026-03-16,Península Sur,Playa del Carmen,3,Marzo,11,941094.0299999999,16028.0,4047.0,0.9956996858220427
B6,2026-03-16,Península Sur,Playa del Carmen,9,Septiembre,6,610404.91,582389.1,28026.95,0.9541029085103525
B6,2026-03-16,Península Sur,Playa del Carmen,10,Octubre,14,1494511.9699999997,1351221.4000000001,143319.86,0.9041221663818461
B6,2026-03-16,Península Sur,Playa del Carmen,11,Noviembre,12,1027755.73,934821.4299999999,83301.20000000001,0.9253830090541066
B6,2026-03-16,Península Sur,Playa del Carmen,12,Diciembre,18,1722388.8900000001,1286709.2,2264.44,0.998686312938305
B6,2026-03-16,Península Sur,Valladolid,1,Enero,17,968783.1399999999,407925.0,50874.0,0.947486699654992
B6,2026-03-16,Península Sur,Valladolid,2,Febrero,23,1726380.99,378664.0,0.0,0.9999999999999999
B6,2026-03-16,Península Sur,Valladolid,3,Marzo,11,775712.4199999999,22440.0,0.0,1.0
B6,2026-03-16,Península Sur,Valladolid,9,Septiembre,5,259369.39,242456.36,16935.23,0.9347917269651596
B6,2026-03-16,Península Sur,Valladolid,10,Octubre,21,1224025.2799999998,1151900.65,72182.16,0.9410758656880028
B6,2026-03-16,Península Sur,Valladolid,11,Noviembre,12,913192.31,892870.68,0.0,1.0002079518168523
B6,2026-03-16,Península Sur,Valladolid,12,Diciembre,19,1342395.83,1007256.78,84791.72,0.9368414903374663
B7,2026-03-30,Bajío Occidente,Fresnillo,1,Enero,22,1741950.84,901661.0,225914.33000000002,0.8703095834782572
B7,2026-03-30,Bajío Occidente,Fresnillo,2,Febrero,26,2056929.2099999997,617630.0,49058.67,0.9761495583992413
B7,2026-03-30,Bajío Occidente,Fresnillo,3,Marzo,18,2105961.72,166627.0,0.0,0.9999999999999998
B7,2026-03-30,Bajío Occidente,Fresnillo,9,Septiembre,2,126255.46,126255.47,0.0,1.0000000792044954
B7,2026-03-30,Bajío Occidente,Fresnillo,10,Octubre,29,2085873.5,1576535.6800000002,510283.07,0.7558155755850008
B7,2026-03-30,Bajío Occidente,Fresnillo,11,Noviembre,20,2048947.3599999999,1444970.6300000001,568995.65,0.7223252919489352
B7,2026-03-30,Bajío Occidente,Fresnillo,12,Diciembre,16,1870547.83,1209019.44,568033.7,0.6963448296320763
B7,2026-03-30,Bajío Occidente,Guadalajara,1,Enero,21,2093055.5799999998,1117824.0,218789.46999999997,0.8954688675778023
B7,2026-03-30,Bajío Occidente,Guadalajara,2,Febrero,19,1910408.3499999999,605646.0,0.0,1.0000000000000002
B7,2026-03-30,Bajío Occidente,Guadalajara,3,Marzo,21,3374306.7399999998,405682.0,52022.0,0.9845829072433409
B7,2026-03-30,Bajío Occidente,Guadalajara,9,Septiembre,2,209066.35,209071.77000000002,0.0,1.0000259247841654
B7,2026-03-30,Bajío Occidente,Guadalajara,10,Octubre,28,2834081.24,2064115.5499999998,778916.79,0.7283191183326839
B7,2026-03-30,Bajío Occidente,Guadalajara,11,Noviembre,21,3433871.9899999998,3164970.71,273613.98,0.9216915246744536
B7,2026-03-30,Bajío Occidente,Guadalajara,12,Diciembre,20,2694253.3100000005,2202986.8,284938.98,0.8948031987385773
B7,2026-03-30,Bajío Occidente,Irapuato,1,Enero,32,2938827.69,1477483.0,115061.21,0.960847922322387
B7,2026-03-30,Bajío Occidente,Irapuato,2,Febrero,17,1685477.3299999998,530717.0,0.0,1.0
B7,2026-03-30,Bajío Occidente,Irapuato,3,Marzo,29,2648205.8699999996,236312.0,0.0,1.0
B7,2026-03-30,Bajío Occidente,Irapuato,9,Septiembre,3,180908.91,181844.83000000002,0.0,1.0051734323091108
B7,2026-03-30,Bajío Occidente,Irapuato,10,Octubre,31,1921394.94,1807533.66,111028.75,0.9427058915852042
B7,2026-03-30,Bajío Occidente,Irapuato,11,Noviembre,24,2421524.9299999997,2198777.13,195350.93000000002,0.9195354969977535
B7,2026-03-30,Bajío Occidente,Irapuato,12,Diciembre,32,2890920.15,2205022.8200000003,268828.69,0.9071906811400516
B7,2026-03-30,Bajío Occidente,Morelia,1,Enero,12,949153.3200000001,471745.0,41473.87,0.9563043513349351
B7,2026-03-30,Bajío Occidente,Morelia,2,Febrero,18,1743524.16,528948.0,4654.27,0.9973305388552803
B7,2026-03-30,Bajío Occidente,Morelia,3,Marzo,20,1572873.57,151279.0,2397.84,0.9984755036604753
B7,2026-03-30,Bajío Occidente,Morelia,9,Septiembre,5,329956.43,287615.97,42358.56,0.8716786334486647
B7,2026-03-30,Bajío Occidente,Morelia,10,Octubre,24,1827155.3800000001,1609985.29,194484.2,0.8940039133398715
B7,2026-03-30,Bajío Occidente,Morelia,11,Noviembre,22,1865061.9100000001,1342238.91,353615.98,0.8104127975033278
B7,2026-03-30,Bajío Occidente,Morelia,12,Diciembre,13,1484903.74,1076060.3399999999,29041.62,0.980448826938775
B7,2026-03-30,Centro,Pachuca,1,Enero,7,766533.86,360860.0,51672.93,0.9325888487170024
B7,2026-03-30,Centro,Pachuca,2,Febrero,8,686602.35,214213.0,0.0,1.0
B7,2026-03-30,Centro,Pachuca,3,Marzo,12,913077.9600000002,92115.0,0.0,1.0
B7,2026-03-30,Centro,Pachuca,10,Octubre,8,569145.01,436282.05,132894.75,0.7665569272055992
B7,2026-03-30,Centro,Pachuca,11,Noviembre,7,480224.05000000005,382679.81999999995,97560.17,0.796877665747894
B7,2026-03-30,Centro,Pachuca,12,Diciembre,5,415770.56,305667.15,69421.0,0.8330487853685457
B7,2026-03-30,Centro,San Juan del Río,1,Enero,10,965642.3300000001,476920.0,6119.14,0.9936631402643666
B7,2026-03-30,Centro,San Juan del Río,2,Febrero,13,1131927.79,364846.0,71971.7,0.9364167037545743
B7,2026-03-30,Centro,San Juan del Río,3,Marzo,19,1656392.96,179201.0,0.0,1.0
B7,2026-03-30,Centro,San Juan del Río,9,Septiembre,2,186023.03999999998,143154.0,42869.04,0.7695498364073612
B7,2026-03-30,Centro,San Juan del Río,10,Octubre,20,1844998.97,1477118.98,367944.2,0.8006069401762322
B7,2026-03-30,Centro,San Juan del Río,11,Noviembre,19,1648403.1299999997,1465438.41,178533.62,0.8949335105909438
B7,2026-03-30,Centro,San Juan del Río,12,Diciembre,18,1901423.8,1498600.2,268126.19,0.8590006131194949
B7,2026-03-30,Centro,Tequisquiapan,1,Enero,6,410363.43999999994,185018.0,0.0,1.0000000000000002
B7,2026-03-30,Centro,Tequisquiapan,2,Febrero,12,1109136.7600000002,354810.6,0.0,0.9999999999999998
B7,2026-03-30,Centro,Tequisquiapan,3,Marzo,10,1255392.32,109619.0,0.0,1.0
B7,2026-03-30,Centro,Tequisquiapan,10,Octubre,13,1153370.6800000002,1025217.3300000001,128179.29999999999,0.888887976587024
B7,2026-03-30,Centro,Tequisquiapan,11,Noviembre,11,1076319.78,895754.0499999999,186940.79,0.8322378410624395
B7,2026-03-30,Centro,Tequisquiapan,12,Diciembre,12,1797320.2100000002,1422697.41,311454.39999999997,0.8267192466499889
B7,2026-03-30,Centro,Valle de Toluca,1,Enero,21,1228071.5799999998,682277.0,76468.14,0.9377331572154779
B7,2026-03-30,Centro,Valle de Toluca,2,Febrero,29,2361501.89,848553.1,62835.23,0.9733918358202118
B7,2026-03-30,Centro,Valle de Toluca,3,Marzo,29,2620830.81,149659.0,0.0,1.0
B7,2026-03-30,Centro,Valle de Toluca,9,Septiembre,1,45767.57,47198.57,0.0,1.0312666807523319
B7,2026-03-30,Centro,Valle de Toluca,10,Octubre,30,1917459.2200000002,1677720.0,239798.49,0.8749703683398283
B7,2026-03-30,Centro,Valle de Toluca,11,Noviembre,27,1811408.2200000002,1537375.32,255981.59000000003,0.858948343515853
B7,2026-03-30,Centro,Valle de Toluca,12,Diciembre,24,2016601.82,1793983.71,89663.75,0.9555453936860971
B7,2026-03-30,Centro,Zinacantepec,1,Enero,24,2078357.8800000001,964371.0,371466.57999999996,0.8212691935423555
B7,2026-03-30,Centro,Zinacantepec,2,Febrero,24,1966248.45,581620.0,14153.119999999999,0.9928019676252002
B7,2026-03-30,Centro,Zinacantepec,3,Marzo,26,2293977.59,238619.0,4150.9,0.9981905228638263
B7,2026-03-30,Centro,Zinacantepec,9,Septiembre,3,376378.87999999995,355453.36,20930.04,0.9444030440815384
B7,2026-03-30,Centro,Zinacantepec,10,Octubre,36,2327259.35,2065007.29,264889.70999999996,0.8873129202381334
B7,2026-03-30,Centro,Zinacantepec,11,Noviembre,22,1968793.35,1693325.4499999997,253513.88,0.8727946282427252
B7,2026-03-30,Centro,Zinacantepec,12,Diciembre,24,2321025.96,1710778.55,279792.13,0.8794552776135258
B7,2026-03-30,Suc. Digital,Salamanca,1,Enero,35,4483373.64,2144255.0,5451.12,0.9987841477338928
B7,2026-03-30,Suc. Digital,Salamanca,2,Febrero,40,5219277.66,1483162.0,57514.07,0.9889804540500341
B7,2026-03-30,Suc. Digital,Salamanca,3,Marzo,37,5575400.57,523985.83,0.0,1.0000000000000002
B7,2026-03-30,Suc. Digital,Salamanca,9,Septiembre,2,279491.2,90929.0,188562.2,0.32533761349194534
B7,2026-03-30,Suc. Digital,Salamanca,10,Octubre,44,5718173.869999999,4793381.3500000015,919312.92,0.8414326775271704
B7,2026-03-30,Suc. Digital,Salamanca,11,Noviembre,45,6201141.850000001,5541175.29,311809.86,0.9497271232394078
B7,2026-03-30,Suc. Digital,Salamanca,12,Diciembre,43,4952196.68,3602186.67,286251.47,0.942205623384086
B7,2026-03-30,Península Sur,Cancún,1,Enero,20,1766781.62,961868.0,71182.35,0.9597107253130694
B7,2026-03-30,Península Sur,Cancún,2,Febrero,35,3096003.7199999997,1019827.0,116671.64,0.9623154070370432
B7,2026-03-30,Península Sur,Cancún,3,Marzo,35,2980895.85,251132.0,0.0,1.0
B7,2026-03-30,Península Sur,Cancún,9,Septiembre,3,239946.13,239957.52000000002,0.0,1.0000474689881433
B7,2026-03-30,Península Sur,Cancún,10,Octubre,36,3113255.3400000003,2767687.21,345713.87,0.889001031955188
B7,2026-03-30,Península Sur,Cancún,11,Noviembre,35,3198759.3000000003,2859463.21,295738.02,0.9076189039919319
B7,2026-03-30,Península Sur,Cancún,12,Diciembre,38,3586939.1300000004,2712440.34,455214.88,0.873101378779182
B7,2026-03-30,Península Sur,Cozumel,1,Enero,17,1692771.0999999999,916298.0,180327.67,0.8934719112347796
B7,2026-03-30,Península Sur,Cozumel,2,Febrero,17,1547970.89,473718.0,2437.31,0.9984254807272249
B7,2026-03-30,Península Sur,Cozumel,3,Marzo,17,1237356.3800000001,121005.0,0.0,1.0
B7,2026-03-30,Península Sur,Cozumel,9,Septiembre,2,277660.69,277660.69,0.0,1.0
B7,2026-03-30,Península Sur,Cozumel,10,Octubre,16,1258692.4100000001,1258719.66,0.0,1.0000216494512744
B7,2026-03-30,Península Sur,Cozumel,11,Noviembre,25,2057859.1600000001,1929784.1500000001,92188.38,0.9552948511792226
B7,2026-03-30,Península Sur,Cozumel,12,Diciembre,15,1343179.8599999999,1098394.1600000001,64949.29,0.951645128151341
B7,2026-03-30,Península Sur,Motul,1,Enero,15,1008371.5500000002,534056.64,38074.75,0.9622413484394714
B7,2026-03-30,Península Sur,Motul,2,Febrero,17,1284450.78,331548.0,4511.64,0.9964874948341736
B7,2026-03-30,Península Sur,Motul,3,Marzo,21,1433075.2500000002,120388.0,5055.44,0.9964723136485679
B7,2026-03-30,Península Sur,Motul,10,Octubre,26,1921900.66,1799620.3299999998,109611.41,0.9429750078757972
B7,2026-03-30,Península Sur,Motul,11,Noviembre,25,1997053.23,1608308.0900000003,335123.7,0.8322080378398328
B7,2026-03-30,Península Sur,Motul,12,Diciembre,25,1706841.2899999998,1168779.95,97474.15999999999,0.9428923119149527
B7,2026-03-30,Península Sur,Mérida,1,Enero,8,542738.55,290658.0,0.0,1.0
B7,2026-03-30,Península Sur,Mérida,2,Febrero,14,980761.8100000002,328756.0,5072.13,0.9948283773406714
B7,2026-03-30,Península Sur,Mérida,3,Marzo,8,524613.03,25469.0,0.0,1.0
B7,2026-03-30,Península Sur,Mérida,9,Septiembre,1,64960.43,64140.57,819.86,0.9873790860066659
B7,2026-03-30,Península Sur,Mérida,10,Octubre,6,503924.74,310597.48,193340.53000000003,0.6163568790053848
B7,2026-03-30,Península Sur,Mérida,11,Noviembre,7,532820.48,458985.84,73835.64,0.8614267980089654
B7,2026-03-30,Península Sur,Mérida,12,Diciembre,9,522140.15,419000.65,65087.89,0.875519819726562
B7,2026-03-30,Península Sur,Playa del Carmen,1,Enero,17,1768980.0599999998,999603.56,41337.84,0.9766318225203737
B7,2026-03-30,Península Sur,Playa del Carmen,2,Febrero,17,1295791.46,398413.33999999997,2544.99,0.9980359571130373
B7,2026-03-30,Península Sur,Playa del Carmen,3,Marzo,19,1710203.3699999999,133892.0,4047.0,0.9976336147671139
B7,2026-03-30,Península Sur,Playa del Carmen,10,Octubre,14,1494511.9699999997,1351221.4000000001,143319.86,0.9041221663818461
B7,2026-03-30,Península Sur,Playa del Carmen,11,Noviembre,12,1027755.73,935821.4299999999,98547.46,0.9105484919067296
B7,2026-03-30,Península Sur,Playa del Carmen,12,Diciembre,18,1722388.8900000001,1495124.15,12044.68,0.9930410547411275
B7,2026-03-30,Península Sur,Valladolid,1,Enero,17,968783.1399999999,514152.0,75496.53,0.922070763948266
B7,2026-03-30,Península Sur,Valladolid,2,Febrero,23,1726380.99,593673.0,1472.12,0.9991472797670229
B7,2026-03-30,Península Sur,Valladolid,3,Marzo,18,1240858.7599999998,124610.0,0.0,1.0000000000000002
B7,2026-03-30,Península Sur,Valladolid,10,Octubre,21,1224025.2799999998,1151900.65,72182.16,0.9410758656880028
B7,2026-03-30,Península Sur,Valladolid,11,Noviembre,12,913192.31,913473.43,0.0,1.0003078431529937
