bloque,fecha,region,sucursal,mes_num,mes_nombre,n_creditos,capital,pagado,saldo_riesgo,cosecha
B7,2026-03-30,Península Sur,Valladolid,12,Diciembre,19,1342395.83,1163197.21,85950.4,0.9359805445760362
B8,2026-04-13,Bajío Occidente,Fresnillo,1,Enero,22,1741950.84,1089514.1,269746.91000000003,0.8451469445601577
B8,2026-04-13,Bajío Occidente,Fresnillo,2,Febrero,26,2056929.2099999997,799001.0,149238.36000000002,0.9274460398177728
B8,2026-04-13,Bajío Occidente,Fresnillo,3,Marzo,18,2105961.72,387609.0,5997.77,0.9971520042634011
B8,2026-04-13,Bajío Occidente,Fresnillo,4,Abril,13,1229096.86,20739.0,4336.85,0.9964715148649879
B8,2026-04-13,Bajío Occidente,Fresnillo,10,Octubre,18,1300082.56,996905.84,303814.62,0.7668019483316505
B8,2026-04-13,Bajío Occidente,Fresnillo,11,Noviembre,20,2048947.3599999999,1481857.1199999999,567145.65,0.7232284971928221
B8,2026-04-13,Bajío Occidente,Fresnillo,12,Diciembre,16,1870547.83,1293603.18,545894.7,0.7081838907054304
B8,2026-04-13,Bajío Occidente,Guadalajara,1,Enero,21,2093055.5799999998,1326501.0,237711.07,0.8864286871923392
B8,2026-04-13,Bajío Occidente,Guadalajara,2,Febrero,19,1910408.3499999999,779563.0,229885.67,0.8796667372187733
B8,2026-04-13,Bajío Occidente,Guadalajara,3,Marzo,23,3636815.86,712717.0,940834.53,0.7413026762372291
B8,2026-04-13,Bajío Occidente,Guadalajara,4,Abril,6,554097.65,7281.0,0.0,1.0
B8,2026-04-13,Bajío Occidente,Guadalajara,10,Octubre,22,2225620.4400000004,1708941.48,523214.5,0.7678494721229284
B8,2026-04-13,Bajío Occidente,Guadalajara,11,Noviembre,21,3433871.9899999998,3164970.71,273613.98,0.9216915246744536
B8,2026-04-13,Bajío Occidente,Guadalajara,12,Diciembre,20,2694253.3100000005,2451607.2399999998,262844.50999999995,0.91267890842825
B8,2026-04-13,Bajío Occidente,Irapuato,1,Enero,32,2938827.69,1821209.37,186973.02999999997,0.93637836248916
B8,2026-04-13,Bajío Occidente,Irapuato,2,Febrero,17,1685477.3299999998,716657.0,4611.0,0.9972642764646381
B8,2026-04-13,Bajío Occidente,Irapuato,3,Marzo,30,2710213.5499999993,538258.73,53793.17,0.9801516858330225
B8,2026-04-13,Bajío Occidente,Irapuato,4,Abril,9,848471.0900000001,28769.0,0.0,1.0
B8,2026-04-13,Bajío Occidente,Irapuato,10,Octubre,20,1116187.6400000001,1055702.5499999998,61625.73999999999,0.945811001813279
B8,2026-04-13,Bajío Occidente,Irapuato,11,Noviembre,24,2421524.9299999997,2201740.13,220288.93,0.909237027760024
B8,2026-04-13,Bajío Occidente,Irapuato,12,Diciembre,32,2890920.15,2399206.9299999997,294135.02999999997,0.8984369665139316
B8,2026-04-13,Bajío Occidente,Morelia,1,Enero,12,949153.3200000001,561275.0,41857.73,0.955899927737702
B8,2026-04-13,Bajío Occidente,Morelia,2,Febrero,18,1743524.16,708773.0,4653.2,0.9973311525548348
B8,2026-04-13,Bajío Occidente,Morelia,3,Marzo,23,1971312.24,345899.0,38380.92,0.9805302685078443
B8,2026-04-13,Bajío Occidente,Morelia,4,Abril,12,960313.37,17501.0,0.0,1.0
B8,2026-04-13,Bajío Occidente,Morelia,10,Octubre,19,1438972.7,1256215.75,176907.03,0.8775726113497497
B8,2026-04-13,Bajío Occidente,Morelia,11,Noviembre,22,1865061.9100000001,1472098.83,353583.91000000003,0.810435954911545
B8,2026-04-13,Bajío Occidente,Morelia,12,Diciembre,13,1484903.74,1224736.4300000002,59588.3,0.9598844905596373
B8,2026-04-13,Centro,Pachuca,1,Enero,7,766533.86,441328.0,51672.93,0.9325888487170024
B8,2026-04-13,Centro,Pachuca,2,Febrero,8,686602.35,280339.0,0.0,1.0
B8,2026-04-13,Centro,Pachuca,3,Marzo,12,913077.9600000002,200630.0,0.0,0.9999999999999999
B8,2026-04-13,Centro,Pachuca,4,Abril,6,502796.74999999994,2272.0,0.0,1.0
B8,2026-04-13,Centro,Pachuca,10,Octubre,7,437883.57,375966.05000000005,61949.31,0.8585982113921288
B8,2026-04-13,Centro,Pachuca,11,Noviembre,7,480224.05000000005,386669.15,93570.84,0.80518489234348
B8,2026-04-13,Centro,Pachuca,12,Diciembre,5,415770.56,337500.15,69421.0,0.83305058924807
B8,2026-04-13,Centro,San Juan del Río,1,Enero,10,965642.3300000001,582009.0,16254.99,0.9831666555048388
B8,2026-04-13,Centro,San Juan del Río,2,Febrero,13,1131927.79,464741.0,128597.12000000001,0.8863910568005403
B8,2026-04-13,Centro,San Juan del Río,3,Marzo,20,1867036.16,386626.0,0.0,1.0
B8,2026-04-13,Centro,San Juan del Río,4,Abril,6,629903.79,39801.0,0.0,1.0
B8,2026-04-13,Centro,San Juan del Río,10,Octubre,15,1415634.16,1094658.65,321038.33,0.7732638000201972
B8,2026-04-13,Centro,San Juan del Río,11,Noviembre,19,1648403.1299999997,1479486.2,174258.62,0.8975269295927629
B8,2026-04-13,Centro,San Juan del Río,12,Diciembre,18,1901423.8,1615774.2,252561.36,0.8671941100137697
B8,2026-04-13,Centro,Tequisquiapan,1,Enero,6,410363.43999999994,238525.6,0.0,1.0000000000000002
B8,2026-04-13,Centro,Tequisquiapan,2,Febrero,12,1109136.7600000002,469122.6,5695.46,0.9948649614678715
B8,2026-04-13,Centro,Tequisquiapan,3,Marzo,13,1562757.65,260324.0,0.0,1.0
B8,2026-04-13,Centro,Tequisquiapan,4,Abril,2,219582.08000000002,13725.0,0.0,1.0
B8,2026-04-13,Centro,Tequisquiapan,10,Octubre,8,801747.74,694129.89,107642.95000000001,0.8657709343839249
B8,2026-04-13,Centro,Tequisquiapan,11,Noviembre,11,1076319.78,895754.0499999999,186940.79,0.8322378410624395
B8,2026-04-13,Centro,Tequisquiapan,12,Diciembre,12,1797320.2100000002,1499066.0,298268.39999999997,0.8340561640933197
B8,2026-04-13,Centro,Valle de Toluca,1,Enero,21,1228071.5799999998,856190.31,82978.34,0.9324320004213437
B8,2026-04-13,Centro,Valle de Toluca,2,Febrero,29,2361501.89,1081260.1,60123.76,0.9745400330803886
B8,2026-04-13,Centro,Valle de Toluca,3,Marzo,30,2690220.36,470775.0,2625.08,0.9990242137636637
B8,2026-04-13,Centro,Valle de Toluca,4,Abril,15,1023949.7400000002,31274.0,0.0,1.0
B8,2026-04-13,Centro,Valle de Toluca,10,Octubre,22,1433839.6500000001,1226533.05,207340.37,0.8554185609248564
B8,2026-04-13,Centro,Valle de Toluca,11,Noviembre,27,1811408.2200000002,1557290.9900000002,254596.59000000003,0.8597128868058245
B8,2026-04-13,Centro,Valle de Toluca,12,Diciembre,24,2016601.82,1915817.2600000002,78702.55,0.960993906075122
B8,2026-04-13,Centro,Zinacantepec,1,Enero,24,2078357.8800000001,1138653.0,333641.32999999996,0.8394687781105339
B8,2026-04-13,Centro,Zinacantepec,2,Febrero,24,1966248.45,779128.0,82292.13,0.9581476440579014
B8,2026-04-13,Centro,Zinacantepec,3,Marzo,28,2531079.35,502282.0,2077.6,0.9991791644145807
B8,2026-04-13,Centro,Zinacantepec,4,Abril,10,847454.4,17927.0,0.0,1.0
B8,2026-04-13,Centro,Zinacantepec,10,Octubre,30,1894819.6699999997,1646842.7399999998,248410.31000000003,0.8691290079335096
B8,2026-04-13,Centro,Zinacantepec,11,Noviembre,22,1968793.35,1722642.5899999999,249228.88,0.874973795497633
B8,2026-04-13,Centro,Zinacantepec,12,Diciembre,24,2321025.96,1933578.4000000001,239006.76,0.8970491954342467
B8,2026-04-13,Suc. Digital,Salamanca,1,Enero,35,4483373.64,2545068.29,85182.40000000001,0.9810003789913884
B8,2026-04-13,Suc. Digital,Salamanca,2,Febrero,40,5219277.66,1948422.0,55142.07,0.9894349230694118
B8,2026-04-13,Suc. Digital,Salamanca,3,Marzo,39,5784739.500000001,1116797.83,0.0,1.0
B8,2026-04-13,Suc. Digital,Salamanca,4,Abril,21,2625379.54,108182.0,0.0,1.0
B8,2026-04-13,Suc. Digital,Salamanca,10,Octubre,32,4555994.66,3706154.8600000003,857752.9199999999,0.8134677796132448
B8,2026-04-13,Suc. Digital,Salamanca,11,Noviembre,45,6201141.850000001,5858478.99,311434.06,0.9497897762167786
B8,2026-04-13,Suc. Digital,Salamanca,12,Diciembre,43,4952196.68,4001826.7399999998,284478.47,0.9425640461436601
B8,2026-04-13,Península Sur,Cancún,1,Enero,20,1766781.62,1172207.43,102641.66,0.9419049537089931
B8,2026-04-13,Península Sur,Cancún,2,Febrero,35,3096003.7199999997,1330015.0,107259.64,0.9653554550638589
B8,2026-04-13,Península Sur,Cancún,3,Marzo,35,2980895.85,587071.0,7876.58,0.9973576466953717
B8,2026-04-13,Península Sur,Cancún,4,Abril,16,1401407.35,35072.0,0.0,1.0
B8,2026-04-13,Península Sur,Cancún,10,Octubre,29,2440085.9600000004,2121997.6100000003,318202.63,0.8696405146317058
B8,2026-04-13,Península Sur,Cancún,11,Noviembre,35,3198759.3000000003,2863053.21,325173.22,0.8984168361777017
B8,2026-04-13,Península Sur,Cancún,12,Diciembre,38,3586939.1300000004,2998360.57,488585.20999999996,0.8637995426479399
B8,2026-04-13,Península Sur,Cozumel,1,Enero,17,1692771.0999999999,1092062.0,176173.0,0.8959262714255933
B8,2026-04-13,Península Sur,Cozumel,2,Febrero,17,1547970.89,650260.0,49579.13,0.9679715359505244
B8,2026-04-13,Península Sur,Cozumel,3,Marzo,19,1392582.3000000003,266338.0,0.0,0.9999999999999998
B8,2026-04-13,Península Sur,Cozumel,4,Abril,7,515530.67,12564.0,0.0,1.0
B8,2026-04-13,Península Sur,Cozumel,10,Octubre,9,699999.3300000001,700012.14,0.0,1.0000183000175156
B8,2026-04-13,Península Sur,Cozumel,11,Noviembre,25,2057859.1600000001,1956061.45,102072.48999999999,0.9505322268993374
B8,2026-04-13,Península Sur,Cozumel,12,Diciembre,15,1343179.8599999999,1204272.2599999998,62606.52,0.9534050041518638
B8,2026-04-13,Península Sur,Motul,1,Enero,15,1008371.5500000002,628042.64,59914.87,0.9405825461854809
B8,2026-04-13,Península Sur,Motul,2,Febrero,17,1284450.78,467267.56,3235.08,0.9974813515236449
B8,2026-04-13,Península Sur,Motul,3,Marzo,23,1619630.7200000002,270024.0,4608.92,0.9971543389841357
B8,2026-04-13,Península Sur,Motul,4,Abril,9,527746.9,11168.0,0.0,1.0
B8,2026-04-13,Península Sur,Motul,10,Octubre,18,1398088.23,1338252.5199999998,56018.2,0.9599352467190142
B8,2026-04-13,Península Sur,Motul,11,Noviembre,25,1997053.23,1643793.23,341832.18,0.8288615271411669
B8,2026-04-13,Península Sur,Motul,12,Diciembre,25,1706841.2899999998,1316202.79,148400.86,0.9130664456799029
B8,2026-04-13,Península Sur,Mérida,1,Enero,8,542738.55,351127.0,3690.4,0.9932004092946779
B8,2026-04-13,Península Sur,Mérida,2,Febrero,14,980761.8100000002,442044.0,0.0,0.9999999999999999
B8,2026-04-13,Península Sur,Mérida,3,Marzo,9,617624.55,91195.0,3967.51,0.9935761782785348
B8,2026-04-13,Península Sur,Mérida,4,Abril,4,305064.31999999995,8179.0,0.0,1.0
B8,2026-04-13,Península Sur,Mérida,10,Octubre,4,350263.73,209939.47,140324.73,0.5993754192019825
B8,2026-04-13,Península Sur,Mérida,11,Noviembre,7,532820.48,462797.83999999997,70023.64,0.8685811776604383
B8,2026-04-13,Península Sur,Mérida,12,Diciembre,9,522140.15,459887.82,56798.13,0.891401053912441
B8,2026-04-13,Península Sur,Playa del Carmen,1,Enero,17,1768980.0599999998,1194988.46,66243.54000000001,0.9625526926516064
B8,2026-04-13,Península Sur,Playa del Carmen,2,Febrero,17,1295791.46,542055.0499999999,48586.939999999995,0.9625040436676439
B8,2026-04-13,Península Sur,Playa del Carmen,3,Marzo,19,1710203.3699999999,341032.46,0.0,1.0
B8,2026-04-13,Península Sur,Playa del Carmen,4,Abril,6,478158.93,14707.0,0.0,1.0
B8,2026-04-13,Península Sur,Playa del Carmen,10,Octubre,11,1185751.01,1062065.23,123714.93,0.8956899222881539
B8,2026-04-13,Península Sur,Playa del Carmen,11,Noviembre,12,1027755.73,935821.4299999999,98547.46,0.9105484919067296
B8,2026-04-13,Península Sur,Playa del Carmen,12,Diciembre,18,1722388.8900000001,1625044.49,28967.87,0.9832222443097619
B8,2026-04-13,Península Sur,Valladolid,1,Enero,17,968783.1399999999,623423.0,72820.04,0.9248334978249105
B8,2026-04-13,Península Sur,Valladolid,2,Febrero,23,1726380.99,794166.0,4756.54,0.9972447912554921
B8,2026-04-13,Península Sur,Valladolid,3,Marzo,20,1428383.8800000001,296182.0,0.0,1.0
B8,2026-04-13,Península Sur,Valladolid,4,Abril,6,353530.45999999996,3941.0,0.0,1.0
B8,2026-04-13,Península Sur,Valladolid,10,Octubre,14,926343.8900000001,854187.61,72182.16,0.9221063788740484
B8,2026-04-13,Península Sur,Valladolid,11,Noviembre,12,913192.31,913473.43,0.0,1.0003078431529937
B8,2026-04-13,Península Sur,Valladolid,12,Diciembre,19,1342395.83,1244635.83,84641.27,0.9369583038707742
B9,2026-04-27,Bajío Occidente,Fresnillo,1,Enero,22,1741950.84,1235292.1,294874.22,0.8307274676017838
B9,2026-04-27,Bajío Occidente,Fresnillo,2,Febrero,26,2056929.2099999997,1016792.0,255955.08,0.8755644682589734
B9,2026-04-27,Bajío Occidente,Fresnillo,3,Marzo,18,2105961.72,625967.0,100020.40000000001,0.952506069293605
B9,2026-04-27,Bajío Occidente,Fresnillo,4,Abril,22,1864108.15,172241.0,69389.55,0.9627760063170154
B9,2026-04-27,Bajío Occidente,Fresnillo,10,Octubre,7,524402.4500000001,395720.80000000005,128700.53,0.7546127978616424
B9,2026-04-27,Bajío Occidente,Fresnillo,11,Noviembre,20,2048947.3599999999,1481857.1199999999,567145.65,0.7232284971928221
B9,2026-04-27,Bajío Occidente,Fresnillo,12,Diciembre,16,1870547.83,1328879.35,533729.87,0.7146872475321843
B9,2026-04-27,Bajío Occidente,Guadalajara,1,Enero,21,2093055.5799999998,1573008.1,229871.07,0.8901805703602004
B9,2026-04-27,Bajío Occidente,Guadalajara,2,Febrero,19,1910408.3499999999,917068.0,374220.0,0.8041151777838493
B9,2026-04-27,Bajío Occidente,Guadalajara,3,Marzo,23,3636815.86,1009071.0,996162.01,0.7260895111692569
B9,2026-04-27,Bajío Occidente,Guadalajara,4,Abril,13,1269105.44,120593.0,0.0,1.0
B9,2026-04-27,Bajío Occidente,Guadalajara,10,Octubre,8,709881.8200000001,530448.72,181258.11,0.7472352510731997
B9,2026-04-27,Bajío Occidente,Guadalajara,11,Noviembre,21,3433871.9899999998,3169123.71,269460.98,0.9229009465783843
B9,2026-04-27,Bajío Occidente,Guadalajara,12,Diciembre,20,2694253.3100000005,2485794.71,236038.97,0.9226284331817336
B9,2026-04-27,Bajío Occidente,Irapuato,1,Enero,32,2938827.69,2112772.99,326871.14999999997,0.8887751462556828
B9,2026-04-27,Bajío Occidente,Irapuato,2,Febrero,17,1685477.3299999998,919716.6,4610.33,0.9972646739781426
B9,2026-04-27,Bajío Occidente,Irapuato,3,Marzo,30,2710213.5499999993,816346.73,97458.5,0.9640402875264203
B9,2026-04-27,Bajío Occidente,Irapuato,4,Abril,21,2063817.2999999998,149952.0,0.0,1.0000000000000002
B9,2026-04-27,Bajío Occidente,Irapuato,10,Octubre,4,220106.15999999997,175492.7,44843.96,0.7973093529049802
B9,2026-04-27,Bajío Occidente,Irapuato,11,Noviembre,24,2421524.9299999997,2206974.53,215054.53000000003,0.9113986408556197
B9,2026-04-27,Bajío Occidente,Irapuato,12,Diciembre,32,2890920.15,2559744.66,274078.5,0.9053750343121723
B9,2026-04-27,Bajío Occidente,Morelia,1,Enero,12,949153.3200000001,662664.0,41857.6,0.9559000647018756
B9,2026-04-27,Bajío Occidente,Morelia,2,Febrero,18,1743524.16,866621.36,45011.92,0.9741833689302019
B9,2026-04-27,Bajío Occidente,Morelia,3,Marzo,22,1900446.3199999998,492560.0,97762.12,0.9485583365490691
B9,2026-04-27,Bajío Occidente,Morelia,4,Abril,20,1870598.8600000003,191289.37,35616.55,0.9809598141207035
B9,2026-04-27,Bajío Occidente,Morelia,10,Octubre,8,688854.6499999999,652982.14,35897.34,0.9479244133722551
B9,2026-04-27,Bajío Occidente,Morelia,11,Noviembre,22,1865061.9100000001,1524004.67,329857.94999999995,0.8231572269898536
B9,2026-04-27,Bajío Occidente,Morelia,12,Diciembre,13,1484903.74,1319615.4,132546.38999999998,0.9107512315916181
B9,2026-04-27,Centro,Pachuca,1,Enero,7,766533.86,521062.04,74177.36,0.9032302239068736
B9,2026-04-27,Centro,Pachuca,2,Febrero,8,686602.35,355011.0,0.0,1.0
B9,2026-04-27,Centro,Pachuca,3,Marzo,12,913077.9600000002,316066.0,0.0,0.9999999999999999
B9,2026-04-27,Centro,Pachuca,4,Abril,13,1027653.4900000001,81298.0,0.0,1.0
B9,2026-04-27,Centro,Pachuca,10,Octubre,2,101830.4,101846.4,0.0,1.0001571240022626
B9,2026-04-27,Centro,Pachuca,11,Noviembre,7,480224.05000000005,388664.15,91588.5,0.8093392032323246
B9,2026-04-27,Centro,Pachuca,12,Diciembre,5,415770.56,346357.91000000003,69421.0,0.83305058924807
B9,2026-04-27,Centro,San Juan del Río,1,Enero,10,965642.3300000001,696644.8,23074.780000000002,0.9761042165581121
B9,2026-04-27,Centro,San Juan del Río,2,Febrero,13,1131927.79,568653.0,171945.46,0.848095027333855
B9,2026-04-27,Centro,San Juan del Río,3,Marzo,20,1867036.16,603518.0,0.0,1.0000000000000002
B9,2026-04-27,Centro,San Juan del Río,4,Abril,11,1079034.46,128109.0,0.0,1.0
B9,2026-04-27,Centro,San Juan del Río,10,Octubre,3,261318.08,236430.87,24906.8,0.9047627703372074
B9,2026-04-27,Centro,San Juan del Río,11,Noviembre,19,1648403.1299999997,1479486.2,174258.62,0.8975269295927629
B9,2026-04-27,Centro,San Juan del Río,12,Diciembre,18,1901423.8,1681443.8199999998,220038.77999999997,0.8843077592696588
B9,2026-04-27,Centro,Tequisquiapan,1,Enero,6,410363.43999999994,289017.6,5909.52,0.9855993019261171
B9,2026-04-27,Centro,Tequisquiapan,2,Febrero,12,1109136.7600000002,591897.6,65721.04,0.9407457742181403
B9,2026-04-27,Centro,Tequisquiapan,3,Marzo,13,1562757.65,452063.0,0.0,1.0
B9,2026-04-27,Centro,Tequisquiapan,4,Abril,2,219582.08000000002,41175.0,0.0,1.0
B9,2026-04-27,Centro,Tequisquiapan,10,Octubre,3,335936.0,266246.1,69700.2,0.7925500690607734
B9,2026-04-27,Centro,Tequisquiapan,11,Noviembre,11,1076319.78,900198.0499999999,182496.79,0.8363667255097735
B9,2026-04-27,Centro,Tequisquiapan,12,Diciembre,12,1797320.2100000002,1514890.3,282444.1,0.842860549595667
B9,2026-04-27,Centro,Valle de Toluca,1,Enero,21,1228071.5799999998,962551.61,89395.0,0.9272127118192901
B9,2026-04-27,Centro,Valle de Toluca,2,Febrero,29,2361501.89,1329808.1,119007.74000000002,0.9496050625646545
B9,2026-04-27,Centro,Valle de Toluca,3,Marzo,30,2690220.36,780743.0,14814.809999999998,0.9944930868042349
B9,2026-04-27,Centro,Valle de Toluca,4,Abril,23,1548934.3699999999,163600.0,0.0,1.0000000000000002
B9,2026-04-27,Centro,Valle de Toluca,10,Octubre,8,424998.61,330670.92000000004,94333.18,0.7780517682163715
B9,2026-04-27,Centro,Valle de Toluca,11,Noviembre,27,1811408.2200000002,1557290.9900000002,254596.59000000003,0.8597128868058245
B9,2026-04-27,Centro,Valle de Toluca,12,Diciembre,24,2016601.82,1951855.77,64789.64,0.9678934882643317
B9,2026-04-27,Centro,Zinacantepec,1,Enero,24,2078357.8800000001,1336142.57,384818.41000000003,0.8148537007495551
B9,2026-04-27,Centro,Zinacantepec,2,Febrero,24,1966248.45,965654.0,122753.03,0.9375699291714635
B9,2026-04-27,Centro,Zinacantepec,3,Marzo,28,2531079.35,809578.0,3647.32,0.9985589863075609
B9,2026-04-27,Centro,Zinacantepec,4,Abril,26,1962245.26,134465.0,0.0,1.0
B9,2026-04-27,Centro,Zinacantepec,10,Octubre,9,517984.08999999997,447982.44,70047.75,0.8648575287322049
B9,2026-04-27,Centro,Zinacantepec,11,Noviembre,22,1968793.35,1736815.5899999999,235055.88,0.882172621113333
B9,2026-04-27,Centro,Zinacantepec,12,Diciembre,24,2321025.96,2056910.9100000001,193751.88,0.9165538372522126
B9,2026-04-27,Suc. Digital,Salamanca,1,Enero,35,4483373.64,2955140.89,125169.14000000001,0.9720814680973145
B9,2026-04-27,Suc. Digital,Salamanca,2,Febrero,40,5219277.66,2428813.0,60592.28,0.9883906770347987
B9,2026-04-27,Suc. Digital,Salamanca,3,Marzo,39,5784739.500000001,1657052.4000000001,0.0,0.9999999999999999
B9,2026-04-27,Suc. Digital,Salamanca,4,Abril,39,5262665.28,494954.55000000005,0.0,0.9999999999999998
B9,2026-04-27,Suc. Digital,Salamanca,10,Octubre,11,1462628.4000000001,1217884.67,250133.79,0.8326685506722007
B9,2026-04-27,Suc. Digital,Salamanca,11,Noviembre,45,6201141.850000001,5883126.26,318088.93000000005,0.9487166077324936
B9,2026-04-27,Suc. Digital,Salamanca,12,Diciembre,43,4952196.68,4403621.760000001,313073.14,0.9367899943747794
B9,2026-04-27,Península Sur,Cancún,1,Enero,20,1766781.62,1337819.78,104753.26000000001,0.940709786193044
B9,2026-04-27,Península Sur,Cancún,2,Febrero,35,3096003.7199999997,1669453.0,110153.97,0.9644205950760291
B9,2026-04-27,Península Sur,Cancún,3,Marzo,35,2980895.85,915815.0,167960.71000000002,0.9436542843320072
B9,2026-04-27,Península Sur,Cancún,4,Abril,29,2344514.76,211535.0,3690.8,0.9984257723333763
B9,2026-04-27,Península Sur,Cancún,10,Octubre,18,1583931.08,1368494.98,215517.59000000003,0.8639864431475137
B9,2026-04-27,Península Sur,Cancún,11,Noviembre,35,3198759.3000000003,2863053.21,335939.22,0.8950511562404835
B9,2026-04-27,Península Sur,Cancún,12,Diciembre,38,3586939.1300000004,3108938.730000001,454493.73,0.8734106201573598
B9,2026-04-27,Península Sur,Cozumel,1,Enero,17,1692771.0999999999,1304656.53,167378.87,0.9011221481746705
B9,2026-04-27,Península Sur,Cozumel,2,Febrero,17,1547970.89,821853.0,71691.35,0.9536868874840405
B9,2026-04-27,Península Sur,Cozumel,3,Marzo,19,1392582.3000000003,425934.0,998.6,0.9992829149128204
B9,2026-04-27,Península Sur,Cozumel,4,Abril,18,1477091.5299999998,98076.0,0.0,1.0
B9,2026-04-27,Península Sur,Cozumel,10,Octubre,4,308201.82,308203.32,0.0,1.0000048669407597
B9,2026-04-27,Península Sur,Cozumel,11,Noviembre,25,2057859.1600000001,1957061.45,101072.48999999999,0.9510181688041274
B9,2026-04-27,Península Sur,Cozumel,12,Diciembre,15,1343179.8599999999,1303524.83,39679.13,0.9704767535749086
B9,2026-04-27,Península Sur,Motul,1,Enero,15,1008371.5500000002,767126.24,28927.8,0.9713206902753253
B9,2026-04-27,Península Sur,Motul,2,Febrero,17,1284450.78,598664.56,46634.54,0.9636930112650949
B9,2026-04-27,Península Sur,Motul,3,Marzo,23,1619630.7200000002,455256.0,0.0,0.9999999999999999
B9,2026-04-27,Península Sur,Motul,4,Abril,26,1755303.78,97506.0,0.0,1.0
B9,2026-04-27,Península Sur,Motul,10,Octubre,4,266310.66,252835.71000000002,13478.5,0.9494013870867957
B9,2026-04-27,Península Sur,Motul,11,Noviembre,25,1997053.23,1657515.04,339597.73,0.8299804006726451
B9,2026-04-27,Península Sur,Motul,12,Diciembre,25,1706841.2899999998,1485151.2599999998,160390.53999999998,0.9064306148815979
B9,2026-04-27,Península Sur,Mérida,1,Enero,8,542738.55,419251.93,26746.170000000002,0.9507199737332092
B9,2026-04-27,Península Sur,Mérida,2,Febrero,14,980761.8100000002,551918.0,0.0,0.9999999999999999
B9,2026-04-27,Península Sur,Mérida,3,Marzo,9,617624.55,157936.0,5071.91,0.9917880369230788
B9,2026-04-27,Península Sur,Mérida,4,Abril,11,815843.1499999999,65426.0,0.0,1.0
B9,2026-04-27,Península Sur,Mérida,11,Noviembre,7,532820.48,466609.83999999997,66211.64,0.8757355573119111
B9,2026-04-27,Península Sur,Mérida,12,Diciembre,9,522140.15,471817.14999999997,50417.259999999995,0.9036216617320081
B9,2026-04-27,Península Sur,Playa del Carmen,1,Enero,17,1768980.0599999998,1411765.83,93895.67,0.9469215385050752
B9,2026-04-27,Península Sur,Playa del Carmen,2,Febrero,17,1295791.46,680565.2500000001,124285.84999999999,0.9040849906511962
B9,2026-04-27,Península Sur,Playa del Carmen,3,Marzo,19,1710203.3699999999,546475.68,1104.47,0.9993541879174289
B9,2026-04-27,Península Sur,Playa del Carmen,4,Abril,14,1186945.8099999998,111285.0,0.0,1.0
B9,2026-04-27,Península Sur,Playa del Carmen,10,Octubre,5,533811.33,410106.5,123714.93,0.7682611382564697
B9,2026-04-27,Península Sur,Playa del Carmen,11,Noviembre,12,1027755.73,935821.4299999999,98547.46,0.9105484919067296
B9,2026-04-27,Península Sur,Playa del Carmen,12,Diciembre,18,1722388.8900000001,1689260.7199999997,28035.47,0.983766232955671
B9,2026-04-27,Península Sur,Valladolid,1,Enero,17,968783.1399999999,726755.24,81066.05,0.9163217786800048
B9,2026-04-27,Península Sur,Valladolid,2,Febrero,23,1726380.99,1014763.12,5780.24,0.9966518167000902
B9,2026-04-27,Península Sur,Valladolid,3,Marzo,20,1428383.8800000001,465322.0,619.56,0.9995662510557034
B9,2026-04-27,Península Sur,Valladolid,4,Abril,15,901245.3300000002,70177.0,0.0,0.9999999999999999
B9,2026-04-27,Península Sur,Valladolid,10,Octubre,6,348111.26,319187.91,28925.35,0.9169134890954115
B9,2026-04-27,Península Sur,Valladolid,11,Noviembre,12,913192.31,913473.43,0.0,1.0003078431529937
B9,2026-04-27,Península Sur,Valladolid,12,Diciembre,19,1342395.83,1281369.8,61196.490000000005,0.9545394669469437
B10,2026-05-11,Bajío Occidente,Fresnillo,1,Enero,22,1741950.84,1364691.6800000002,326016.08,0.8128503500133218
B10,2026-05-11,Bajío Occidente,Fresnillo,2,Febrero,26,2056929.2099999997,1202337.0,310919.03,0.8488431062729671
B10,2026-05-11,Bajío Occidente,Fresnillo,3,Marzo,18,2105961.72,863955.0,144680.7,0.9312994635059176
B10,2026-05-11,Bajío Occidente,Fresnillo,4,Abril,23,1929980.95,345392.0,225947.18,0.882927766722257
B10,2026-05-11,Bajío Occidente,Fresnillo,5,Mayo,6,448758.5,3784.0,0.0,1.0
B10,2026-05-11,Bajío Occidente,Fresnillo,11,Noviembre,11,1309717.71,940651.75,369101.92000000004,0.7182095369238001
B10,2026-05-11,Bajío Occidente,Fresnillo,12,Diciembre,16,1870547.83,1340846.02,529746.87,0.7168199596371722
B10,2026-05-11,Bajío Occidente,Guadalajara,1,Enero,21,2093055.5799999998,1757031.46,262170.13999999996,0.874749241011555
B10,2026-05-11,Bajío Occidente,Guadalajara,2,Febrero,19,1910408.3499999999,1072754.17,520377.35000000003,0.7276093616320302
B10,2026-05-11,Bajío Occidente,Guadalajara,3,Marzo,23,3636815.86,1279745.0,1124073.34,0.6909182693676442
B10,2026-05-11,Bajío Occidente,Guadalajara,4,Abril,19,1901217.7600000002,313249.0,0.0,1.0
B10,2026-05-11,Bajío Occidente,Guadalajara,5,Mayo,6,569598.73,17066.0,0.0,1.0
B10,2026-05-11,Bajío Occidente,Guadalajara,11,Noviembre,18,1466114.26,1285247.6099999999,185062.24999999997,0.8766353653773205
